season,period_type,division,game_number,course_name,player_a,player_b,source_row_a,source_row_b,source_cell_a,source_cell_b,source_color,played_state,pairing_status,evidence_type,source_workbook,source_tab,source_range,source_sha256,source_era,provenance,notes
14,season,3,3,JCE,BMAC,,30,,Q30:T30,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,3,JCE,SHEZ,,31,,Q31:T31,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,3,JCE,SKORPZZ,,32,,Q32:T32,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,4,MYH,SAVRUBY,,27,,U27:X27,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,4,MYH,DAWN_SOPHIA,,28,,U28:X28,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,4,MYH,SOUTHERN_JEN_76,,29,,U29:X29,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,4,MYH,BMAC,,30,,U30:X30,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,4,MYH,SHEZ,,31,,U31:X31,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,4,MYH,SKORPZZ,,32,,U32:X32,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,5,LBE,SAVRUBY,,27,,Y27:AB27,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,5,LBE,DAWN_SOPHIA,,28,,Y28:AB28,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,5,LBE,SOUTHERN_JEN_76,,29,,Y29:AB29,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,5,LBE,BMAC,,30,,Y30:AB30,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,5,LBE,SHEZ,,31,,Y31:AB31,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,3,5,LBE,SKORPZZ,,32,,Y32:AB32,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,1,SWE,SPIRAL37,,38,,I38:L38,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,1,SWE,AKWARD,,39,,I39:L39,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,1,SWE,STONEYMAN69,,40,,I40:L40,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,1,SWE,MASTER_KP,,41,,I41:L41,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,1,SWE,WICKEDSHACK,,42,,I42:L42,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,1,SWE,EXNY-AMYB,,43,,I43:L43,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,2,OGH,SPIRAL37,,38,,M38:P38,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,2,OGH,AKWARD,,39,,M39:P39,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,2,OGH,STONEYMAN69,,40,,M40:P40,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,2,OGH,MASTER_KP,,41,,M41:P41,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,2,OGH,WICKEDSHACK,,42,,M42:P42,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,2,OGH,EXNY-AMYB,,43,,M43:P43,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,3,JCE,SPIRAL37,,38,,Q38:T38,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,3,JCE,AKWARD,,39,,Q39:T39,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,3,JCE,STONEYMAN69,,40,,Q40:T40,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,3,JCE,MASTER_KP,,41,,Q41:T41,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,3,JCE,WICKEDSHACK,,42,,Q42:T42,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,3,JCE,EXNY-AMYB,,43,,Q43:T43,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,4,MYH,SPIRAL37,,38,,U38:X38,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,4,MYH,AKWARD,,39,,U39:X39,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,4,MYH,STONEYMAN69,,40,,U40:X40,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,4,MYH,MASTER_KP,,41,,U41:X41,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,4,MYH,WICKEDSHACK,,42,,U42:X42,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,4,MYH,EXNY-AMYB,,43,,U43:X43,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,5,LBE,SPIRAL37,,38,,Y38:AB38,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,5,LBE,AKWARD,,39,,Y39:AB39,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,5,LBE,STONEYMAN69,,40,,Y40:AB40,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,5,LBE,MASTER_KP,,41,,Y41:AB41,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,5,LBE,WICKEDSHACK,,42,,Y42:AB42,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
14,season,4,5,LBE,EXNY-AMYB,,43,,Y43:AB43,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,14,'14'!A1:BB44,79e28117111e312508dce7a680e6d36f2af2f2390b6723e150bcdd4e08ad720c,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,1,TTE,MULLIGAN,,5,,I5:L5,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,1,TTE,KRYS,,6,,I6:L6,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,1,TTE,T-1000,,7,,I7:L7,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,1,TTE,MRDACHSHUNDS81,,8,,I8:L8,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,1,TTE,D3BB13,,9,,I9:L9,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,1,TTE,AWESOME_KRIS,,10,,I10:L10,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,2,QVH,MULLIGAN,,5,,M5:P5,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,2,QVH,KRYS,,6,,M6:P6,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,2,QVH,T-1000,,7,,M7:P7,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,2,QVH,MRDACHSHUNDS81,,8,,M8:P8,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,2,QVH,D3BB13,,9,,M9:P9,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,2,QVH,AWESOME_KRIS,,10,,M10:P10,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,3,CBE,MULLIGAN,,5,,Q5:T5,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,3,CBE,KRYS,,6,,Q6:T6,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
15,season,1,3,CBE,T-1000,,7,,Q7:T7,,,UNKNOWN — NO SOURCE COLOR EVIDENCE,UNKNOWN — NO SOURCE COLOR EVIDENCE,NO USABLE FONT COLOR IN THIS ERA,CURRENT SEASON STROKE PLAY,15,'15'!A1:BB44,8c5df19bc858c11e5c14ea50a40735fefeff44a445efd916eded4e654b5a1283,one_sided_5_course_s10_s18,"opponent not inferred from scores, standings, rank, row order, or adjacent players",Manual review required.
